id,loan_amount,term,base_rate,employment_length,annual_income,debt_to_income,credit_score,interest_rate,probability,predicted,actual,decision_reason
38,14278.850830606467,12,9.517732019887394,26,94424.5815931365,6.861841653374735,615.5582331597449,11.930768104823692,0.4967135208677369,0,0,Low credit score
39,70002.1375186549,24,10.34054323812325,2,165197.18196753584,5.411478197451163,760.5298884333661,11.289359135764101,0.4869998270941128,0,1,Standard risk assessment
40,46814.48690526212,48,10.847225898827729,28,147174.32694196532,11.741148234064617,741.1055532050415,12.05358184911796,0.48085745631319177,0,1,Standard risk assessment
41,16593.63231025399,36,11.75364967256777,6,194656.16900583697,22.07333140047072,594.8042969270474,14.526340017302003,0.6373828686893117,1,0,Low credit score
42,52041.80646057067,36,9.869219161627557,5,45782.66403589848,6.409754874822228,665.8295176477876,11.775021533897903,0.5498083501546979,1,0,Standard risk assessment
43,8266.909505945747,60,8.475671297455317,2,150176.32759346862,30.663237476753235,724.3361993377379,10.038941678845472,0.4515959167998343,0,0,High debt-to-income ratio
44,91385.4381974843,12,6.288832922720225,7,43978.904972203825,10.317486386535034,728.0017179712271,7.611990606873304,0.5627906013154087,1,1,Large loan amount
45,29584.098252001608,48,4.6347891290194445,0,30028.134405194585,32.04139079623232,799.8009644978168,5.4571933920035995,0.3774985334107513,0,1,High debt-to-income ratio
46,67939.61701362829,60,9.17993886584965,4,50439.13845191705,12.165668785299435,738.6621198128751,10.414974355573893,0.5272222754718394,1,0,Standard risk assessment
47,34612.55222849404,60,11.954549875097477,23,134843.39420747035,17.13168127035707,705.9567516189583,13.566299171611465,0.5304281057488001,1,1,Standard risk assessment
48,54406.46201189203,12,7.206228161570271,18,144952.76742816507,21.768253170741414,783.0290381995286,8.0936203112824,0.45438776915145007,0,1,Standard risk assessment
49,56937.47653761157,48,9.513114312835269,26,104517.77830962931,17.15447731744011,734.1402915714316,10.843256170295355,0.5298945745023826,1,1,Standard risk assessment
50,22561.17327492507,12,7.455832049938405,12,37832.02065536212,5.826678001840309,818.6142821065287,7.8279560088915225,0.23606267650083188,0,0,Standard risk assessment
51,97110.53963763306,36,6.88740081027129,25,137790.09647926342,36.8000921949985,824.4757690756776,7.510644041464499,0.6038342570233322,1,1,High debt-to-income ratio; Large loan amount
52,78637.61821930588,24,6.692750522039236,10,44588.97118970331,15.0263282700309,743.1847068450215,7.91116673628933,0.5352103782196836,1,1,Standard risk assessment
53,94252.39944859796,36,7.541622146385278,27,54093.47640028761,9.761261400180476,732.3706105916438,8.815528654470647,0.5798032089711451,1,1,Large loan amount
54,90008.59829062664,36,6.302060956788376,21,117137.86641104058,9.638138372552127,769.3456295535972,7.204986044977925,0.5038989344970161,1,1,Large loan amount
55,61800.49798705309,60,9.73895989639627,25,87863.45615072412,39.11143784385484,775.8884065967467,10.871190208867352,0.6082541008578352,1,0,High debt-to-income ratio
56,92578.0523271961,36,10.86844823932365,10,109008.1676369779,9.307019208731816,776.3355523744781,11.698162907666186,0.5620941447113764,1,1,Large loan amount
57,13406.787694932353,48,10.945967759806656,1,137963.0736166227,17.12915807012474,747.59075474657,12.141351793042203,0.40153889429090567,0,0,Standard risk assessment
58,23618.371929818793,36,5.049288420832434,8,57201.196147437455,7.366753642789423,785.9596741232317,5.763359216028011,0.2556895911912973,0,0,Standard risk assessment
59,9296.592446501116,48,11.063182248583416,1,181824.74574747134,30.741548449518735,618.9112076105798,13.681485656972805,0.6207826532238679,1,0,Low credit score; High debt-to-income ratio
60,35906.38142251011,12,6.073961086695945,20,125111.61098986083,25.886307652684394,801.7979104479308,6.814845058743481,0.3815731605942756,0,0,Standard risk assessment
61,41924.34252050079,60,5.783768989367679,18,33755.85684031855,23.67491193181595,663.8167510613837,7.8823505980720014,0.556115871793338,1,1,Standard risk assessment
62,30778.158018520113,48,9.540804516584123,25,136836.98309475638,34.95441203556065,819.1356923083997,10.198991713855731,0.43738676563099593,0,0,High debt-to-income ratio
63,83730.0633694333,36,5.742267060776605,11,108740.41840158873,25.066787023572303,615.5930866130622,8.337004064881707,0.7481363054100706,1,1,Low credit score; Large loan amount
64,38891.56603589098,60,3.4766976504873908,8,149278.64895089556,38.44358255742245,580.9728384987156,6.551405091074459,0.6951637471105384,1,1,Low credit score; High debt-to-income ratio
65,31688.778420301172,60,6.362559950792772,8,163285.7158993826,26.797303066918257,584.2316078730648,9.288216902731305,0.6481939561062846,1,0,Low credit score
66,56556.12790003361,48,9.49319040322514,22,189603.62507628795,17.40191405832421,636.7431743861556,11.799777799946826,0.6509603531175067,1,1,Low credit score
67,18387.80137260245,48,5.9426257824315885,9,199718.78502674992,6.2861408501188425,610.7191484975486,8.39829570595729,0.4644389972283336,0,0,Low credit score
68,81208.71317163378,24,8.666031503956319,4,123434.88889014257,30.384646219886918,729.5564564555301,10.174313401599887,0.6650330421295232,1,1,High debt-to-income ratio; Large loan amount
69,12082.311149578229,24,8.941074998368173,8,125456.42003183218,18.077580782538977,701.0718164085191,10.611132642108371,0.4335923654689644,0,1,Standard risk assessment
70,98754.25897704915,60,9.603624105537206,22,33815.69266585306,25.972076279270652,743.6342465592833,10.92700240273708,0.6900006941870137,1,1,Large loan amount
71,78363.25308318246,24,11.074174196798428,17,177078.9804926762,35.67218745489906,632.01740932506,13.610721978096818,0.8371298680930446,1,1,Low credit score; High debt-to-income ratio
72,23877.989745746378,36,6.893080493415883,9,34882.05890222857,5.268038068515899,783.5365331401637,7.610395542699404,0.27329439666007327,0,0,Standard risk assessment
73,5524.601126742228,12,4.497888689962114,16,137553.01719017714,31.586436018540084,744.8266123500887,5.865486926646628,0.3695717954392281,0,0,High debt-to-income ratio
74,82468.83570320925,60,5.870331438887005,25,46758.0863865191,20.234967128963724,639.7224616092712,8.17545649408393,0.691229138665264,1,0,Low credit score; Large loan amount
75,72151.44766552362,12,6.889505296565873,9,78592.5626980976,9.342105734759045,687.7097444951864,8.6058289089616,0.558231763239647,1,0,Standard risk assessment
76,74255.6809638938,24,9.425023223953017,13,53856.02402882333,25.3860208703747,773.915477973401,10.439728652922755,0.5734318870898572,1,0,Standard risk assessment
77,78270.68293516485,48,3.1180991300547016,3,53357.02897913198,23.641522325316547,763.7000818203569,4.217513535104298,0.5051419722108491,1,1,Standard risk assessment
78,12034.241914738584,60,5.8420684509589105,9,42682.16699387818,34.48078133499583,731.8313541360765,7.368562722948104,0.43805263079619583,0,0,High debt-to-income ratio
79,39054.244211705896,24,10.018583229173851,23,84039.9369375356,23.254696008533283,844.3348377256086,10.307781812003098,0.3771679282538158,0,1,Standard risk assessment
80,16007.560654887322,36,9.037719329976259,21,102020.72855697494,33.95731545238095,615.592101067745,11.72137147382262,0.6345474332467071,1,1,Low credit score; High debt-to-income ratio
81,86994.82545818138,60,9.585659762270446,29,108960.44278146696,24.057123617982935,711.8353447765877,11.207877550684398,0.6842247453884867,1,0,Large loan amount
82,64213.322048618,60,10.306296924952752,17,104750.36670940825,20.64309541711038,748.489393860386,11.527833940519995,0.5623494581490214,1,0,Standard risk assessment
83,36435.31236100168,48,10.04912146990166,4,119027.64583019719,17.991436523158665,848.3870054109198,10.24516578102405,0.3376575463225416,0,0,Standard risk assessment
84,11038.043277172244,60,9.139648495375003,8,176163.77796177994,11.07941033717531,726.4994335228449,10.485448263518306,0.36554001000558745,0,1,Standard risk assessment
85,34543.32056298791,48,6.956953791335315,5,137405.42467004975,25.44108081550956,699.4400203292214,8.716964396198195,0.514350424016686,1,1,Standard risk assessment
86,35892.41559254097,24,11.852384959903386,15,32938.56406486818,24.048759992999155,829.0187996335005,12.302684563498373,0.41526928577426314,0,1,Standard risk assessment
87,74312.58694211609,36,8.121658760310662,21,59401.88730085417,39.15088780593233,716.7234209366168,9.845933429003818,0.6980564000909311,1,1,High debt-to-income ratio
88,65567.95977874525,36,4.824922884319552,22,89321.46976529818,19.434308026656556,833.5914486561294,5.183351478024823,0.38121849622526127,0,1,Standard risk assessment
89,89285.21054475103,60,5.63531569594306,15,191337.43050702906,19.753314208315448,782.6105010592122,6.506743827434092,0.5282560080869381,1,1,Large loan amount
90,49860.417890385186,60,9.24206210373423,28,43273.49756648725,10.73549847392582,625.3302307250362,11.596114781223127,0.6075066867626082,1,0,Low credit score
91,16361.453364138662,24,11.322656086795172,10,150720.27460876186,25.915004411075554,625.215729373484,13.829648837171089,0.6128150006728705,1,1,Low credit score
92,72758.25478618452,48,4.608481162853078,20,35625.83239662842,34.67482941629942,665.8529174940011,6.796700282076062,0.6868794513188414,1,0,High debt-to-income ratio
93,77274.57961860526,36,3.741118461712077,14,91631.31873033417,13.677310760464744,598.2698237020721,6.395193332296004,0.6651797329753395,1,1,Low credit score
94,58321.333769102144,48,10.933779432378055,18,160925.28983133635,5.3177265225829045,726.4860293304432,12.222096404299451,0.5017516644992768,1,1,Standard risk assessment
95,78241.8820956833,24,11.237501810215509,2,88467.98719451993,29.201576817104886,812.1304346019498,11.90821323236706,0.5815870016908575,1,0,Standard risk assessment
96,51910.58165461712,36,5.487414107843096,15,103147.95019769917,6.098082707812766,688.0066496860534,7.168328438060689,0.4617924824703318,0,0,Standard risk assessment
97,54659.61879128944,36,6.395571519341159,20,183901.76980546294,19.324670476200563,755.0454924834695,7.538363299268469,0.4666187277634847,0,0,Standard risk assessment
98,45616.396744062215,12,8.941691977480726,19,41248.74552428067,26.44486182037618,845.0002231932842,9.256138363751646,0.3980439850804403,0,0,Standard risk assessment
99,7414.817040689043,24,5.969370187582273,4,119702.59528571721,18.510410100064462,632.3082720359381,8.331391568223538,0.4677614202698832,0,0,Low credit score
100,15249.685564363923,24,10.894428374430476,29,92260.38496050032,14.120237566420478,676.6777650112665,12.768853099982016,0.4791818802902138,0,0,Standard risk assessment
101,7985.772640239754,12,3.9682083244247646,8,193847.98415789526,32.974327778338534,586.7472458915521,6.9304791432926285,0.5737384055101447,1,1,Low credit score; High debt-to-income ratio
102,65458.989070059135,48,3.341839988641757,4,164927.27100110386,15.532661933494932,642.611377655815,5.571052831418556,0.5787527839012161,1,1,Low credit score
103,34863.81820225103,12,4.876375860685106,3,50753.05215231159,11.301637766359544,790.443263436254,5.584959603986161,0.3017399232291952,0,0,Standard risk assessment
104,53314.21566064676,24,5.574790003844721,12,187659.65864283725,18.59388467513376,757.2793609473842,6.687935241122216,0.4451074725199228,0,0,Standard risk assessment
105,91218.81502297883,48,4.016339321599876,19,65906.26056714068,9.608271504408599,791.6282424788096,4.696139611855866,0.44917050577260254,0,1,Large loan amount
106,28682.76176914312,36,3.5912138640658204,16,44418.99940091942,29.163894229710742,694.8346512788524,5.434506293574404,0.4767337833938058,0,1,Standard risk assessment
107,43986.377688384826,12,9.800469421516183,25,122070.85756506369,29.852814542600463,778.6210500010706,10.812787066931483,0.5047036444471648,1,1,Standard risk assessment
108,76777.35816158963,48,4.4784890931203165,19,155227.36689596745,5.51725075946122,741.8804132790392,5.614857467924537,0.4529159686554697,0,0,Standard risk assessment
109,26735.825721704136,48,11.225299791596736,11,151728.65121435604,29.320327239055512,668.6729405900663,13.331773658086627,0.6060406059236935,1,1,Standard risk assessment
110,12313.091433735335,48,6.311996953032864,29,120789.53170915737,15.46455688436664,691.3490091778258,8.053152430098272,0.3979163031489875,0,1,Standard risk assessment
111,32526.388026807963,12,9.03545228749211,19,113765.37065134944,27.967125785989726,726.1592276491272,10.553531268860736,0.5157294014294854,1,1,Standard risk assessment
112,20316.022289130422,36,5.028619032919202,24,194822.46254153593,29.726941256827374,838.23739330627,5.443514512424777,0.29523252964355856,0,1,Standard risk assessment
113,93321.27697254444,48,5.162904916426802,26,169495.00310081462,14.722349940399212,831.4677667125625,5.49545074870517,0.4474396275884067,0,1,Large loan amount
114,81771.43605861961,12,8.172382825808178,19,148768.8064843167,11.488496231337404,846.3489025414044,8.323778762707509,0.4177972811226411,0,1,Large loan amount
115,65173.35686849023,24,8.045786326313875,6,63185.94880513912,33.92256226443398,584.4311659581072,11.040700289377144,0.8074187013881057,1,1,Low credit score; High debt-to-income ratio
116,87788.75606783318,12,9.918563052108732,0,169361.0174745307,30.87144977804805,773.6385553174505,10.990891996714707,0.6491147933638799,1,1,High debt-to-income ratio; Large loan amount
117,81348.84730541587,12,9.820319751248395,29,157462.7263977249,34.29998189605294,821.5569718514977,10.447749851693946,0.5864531473618787,1,0,High debt-to-income ratio; Large loan amount
118,22724.155594173404,12,9.03618988197295,15,198644.52196220335,20.250195563351184,779.6071189139226,9.942620648467235,0.3802060322300364,0,1,Standard risk assessment
119,89793.10485654788,48,7.042175093041418,6,52609.168348801315,20.97290747082605,692.4282191772874,8.827621975976806,0.667025234739812,1,1,Large loan amount
120,56237.512981986816,12,11.015763476525555,29,151600.21731116646,17.04585088995956,775.69376863841,11.92928429904105,0.49556139667362775,0,0,Standard risk assessment
121,81706.81474058593,24,8.603206411991689,1,196444.14281569934,22.467186234958405,699.91598673006,10.328718407040673,0.6619326355681365,1,0,Large loan amount
122,90128.67349273186,48,11.911786414161215,11,108640.81463155989,27.629951929002377,772.8328223488247,12.959757709962991,0.6670738580906865,1,1,Large loan amount
123,35210.33012232707,24,10.374328361409226,10,154679.77538242214,33.50907270601006,790.6947225824833,11.302471862644493,0.4897707314184211,0,0,High debt-to-income ratio
124,15454.932830129292,60,3.3987883011449362,7,195813.01059272312,11.410972241962678,807.6619227603294,3.936278795961269,0.2029456850237633,0,1,Standard risk assessment
125,26653.84044148446,12,5.88534516372286,0,123072.43196401937,19.189617067195314,776.5665895297344,6.811575439097469,0.348323290815358,0,0,Standard risk assessment
126,45575.23991949435,48,8.146881448238565,25,148837.07109952724,21.142057273120784,623.2050871533423,10.626251149436351,0.6361137023906358,1,1,Low credit score
127,82711.40276263685,48,9.493225840843383,2,33414.41770205631,22.079809254267804,832.7950169387763,9.886073763998299,0.5094642192583644,1,1,Large loan amount
128,86769.40540935262,12,7.9530284798574735,7,118343.0679564955,23.969051833094866,637.6152651018853,10.31656634716957,0.7536907321314762,1,1,Low credit score; Large loan amount
129,5660.452400463117,36,10.075173802159636,25,73486.06902713017,33.06115390108509,676.5435465614731,12.140349875555756,0.5368878510903659,1,1,High debt-to-income ratio
130,53520.99374486874,36,5.543900874816101,7,52311.589199592156,36.01877025556526,695.8592363800724,7.44549621357103,0.6111976304932991,1,1,High debt-to-income ratio
131,44654.045299134006,24,4.655208461095425,10,150461.67439582574,10.570518430560327,772.3515382921104,5.5373982624799245,0.3469227734475911,0,0,Standard risk assessment
132,26100.241994719374,12,3.485250154107931,28,36645.21311441812,29.9438644539598,769.333859527781,4.5913502033697196,0.3788670959346856,0,1,Standard risk assessment
133,16387.209896699867,12,8.159823701143699,20,183827.0757680998,21.768788606565153,839.665606650656,8.480855520702791,0.28256630560934487,0,0,Standard risk assessment
134,37073.441283344655,60,9.197395686079457,4,118021.5221780432,19.620084946085754,630.8982682993324,11.58461385254699,0.60722863517072,1,1,Low credit score
135,94576.42187168932,36,5.935347454074254,7,140199.1195821944,8.967010569089995,701.6969780264429,7.508047779500725,0.5934527577133688,1,0,Large loan amount
136,35704.27854197175,36,8.52225766370289,25,73083.9158514653,7.244751304172404,635.0077732820484,10.744627443924129,0.5254785433079341,1,0,Low credit score
137,54285.10906561978,12,3.469415077679963,20,60972.81317717969,39.223384205748715,761.5919100064563,4.745729819672888,0.520479856925179,1,1,High debt-to-income ratio
138,71786.8010950419,24,3.8936401166712327,8,71438.11558904237,27.482898291793724,637.518334560419,6.293285753984979,0.6727761108412063,1,1,Low credit score
139,39544.812226032926,12,9.315792950326486,16,69489.80847072987,20.834905901263987,814.3311561421024,9.880830447918102,0.39418542088765746,0,0,Standard risk assessment
140,97319.29785849126,24,6.312627346955689,4,176965.2768098868,31.66172268553877,845.3399451670581,6.675845122140496,0.544455614001643,1,1,High debt-to-income ratio; Large loan amount
141,96432.49301950057,36,9.042006279927051,18,163847.69824861625,8.189645638245377,665.5468525533955,10.96843421077555,0.6814394383340743,1,0,Large loan amount
142,28919.318103409594,60,10.485490082519263,18,174965.21080108543,26.260623717643316,779.6277096346296,11.4518192233494,0.44894342961573785,0,0,Standard risk assessment
143,52238.60805977662,48,10.673601937285053,1,154928.2474219277,28.121405676816146,723.8562017811372,12.216253976241843,0.6003660147120382,1,1,Standard risk assessment
144,33583.43943259312,36,4.549508809180058,18,139403.56144895163,20.821921636536374,677.0053657119794,6.487674368425628,0.4835785117128259,0,0,Standard risk assessment
145,32059.846965859422,24,7.3765701511621184,22,119738.6972542136,13.84095164259438,631.6311519433723,9.698668148154338,0.5373319278155277,1,1,Low credit score
146,8504.259998680616,12,9.60534051269238,14,75131.9104845845,38.41047112740844,774.1861854672438,10.747583369294025,0.4451038189267335,0,1,High debt-to-income ratio
147,62908.6117280902,36,9.965825366402193,7,149911.70281360968,15.539721500595107,622.86062596967,12.392616321711444,0.6840364092326543,1,1,Low credit score
148,52754.507206741844,60,10.062083826559899,27,53219.348887149536,9.367892632708152,655.7721289065144,12.098041463821836,0.5822189499608192,1,0,Standard risk assessment
149,9890.481368748988,24,5.05350600942526,23,116880.46240641053,27.066575217454698,828.2951147579279,5.541220614020528,0.2630038008716521,0,1,Standard risk assessment
150,31471.414102478087,12,4.73281335951396,26,63196.710645954714,25.10130402090203,717.2584355505667,6.311242044217314,0.451561283500879,0,0,Standard risk assessment
151,91285.2591668321,48,8.310112214463263,7,115809.08182950797,31.41703884073823,810.6028430482545,9.0182541723881,0.5949589795046348,1,0,High debt-to-income ratio; Large loan amount
152,27758.37961336238,24,9.669772179643978,0,79964.26018864034,31.382409630291406,787.2368925996582,10.61122734995031,0.4514070043245948,0,1,High debt-to-income ratio
153,18765.012848666192,12,5.87225563980774,13,39091.54382120267,26.70825800078145,681.5845124805023,7.823493095010531,0.48127788928282145,0,1,Standard risk assessment
154,51498.01222636849,48,3.942346411761794,10,115630.53218687656,12.26373531983434,638.8666027743784,6.176317737216354,0.5327562800251859,1,1,Low credit score
155,98636.79314050707,12,9.450717446190698,6,60911.1354789919,36.05009397690327,606.9759064758887,12.241459321200843,0.9094070775043948,1,1,Low credit score; High debt-to-income ratio; Large loan amount
156,27995.25079359254,48,5.697280482420041,17,57396.355536756026,13.689905176512951,839.3695174050197,5.940484360134974,0.24345338372623126,0,0,Standard risk assessment
157,68852.87700355846,48,4.497264518805497,26,95342.20260520879,8.289450095529185,667.6693499606797,6.403465520153992,0.5359750329118415,1,1,Standard risk assessment
158,77353.86345622817,48,4.329511755574185,14,91503.81683507178,15.55246933982145,761.7409757492075,5.367626691480324,0.4794578754550767,0,0,Standard risk assessment
159,27575.56667927797,12,5.834185927740447,9,177382.8371540856,21.9131269702839,777.1805245907827,6.7815119515354585,0.36362302247552314,0,1,Standard risk assessment
160,74180.55311812666,48,8.33410259322371,3,125988.29389193049,12.251392651458044,633.3744210160917,10.622872309577373,0.6661320078326,1,0,Low credit score
161,39939.397608329054,24,6.225620148244349,20,175276.4627829075,16.678508402852323,767.3267867804907,7.219137364467966,0.3913250254982764,0,1,Standard risk assessment
162,65069.05390639005,60,3.1859566643408845,27,54962.0612041529,22.979261724645852,582.5139957213511,6.0906093243738315,0.6885182660881048,1,1,Low credit score
163,65185.322522284994,60,3.8721759121002997,0,90742.7459094595,16.30287999924201,692.9147736193605,5.606056975899115,0.5263569343313192,1,1,Standard risk assessment
164,55898.59498710206,48,5.614529224787572,13,124406.03499260345,8.126107301828723,674.6099052112662,7.449691245693197,0.5025334211782855,1,1,Standard risk assessment
165,13577.52815516879,60,8.937340339323827,19,56031.77179969108,11.902473089366838,831.8597123965214,9.237767946252282,0.24357106431068049,0,0,Standard risk assessment
166,84353.7370809776,60,3.8866356612168045,19,51769.70127521694,32.79724075707925,846.226782486445,4.252340243923147,0.4779377488512544,0,0,High debt-to-income ratio; Large loan amount
167,35474.1061723149,48,8.045911681506137,24,142438.27169603607,38.40160666268917,657.7431475688885,10.352496272444144,0.6500823603864363,1,1,High debt-to-income ratio
168,22719.258487986153,48,4.078972837416038,8,141151.7750365443,10.195291120957542,744.7009053542512,5.233916695083102,0.30591878105401954,0,1,Standard risk assessment
169,8873.638447702571,24,4.904537946144433,12,69806.97289460959,28.835666835838232,781.2092402317772,5.880802212185043,0.3256441232050137,0,0,Standard risk assessment
170,61134.82960288297,36,4.549696748001865,28,68611.00442461428,36.69529213747526,631.5974322573923,7.100675346802695,0.7042261405007364,1,1,Low credit score; High debt-to-income ratio
171,69368.61437501683,12,3.605057720137294,26,156725.78248611424,15.470000076081785,765.3848311388512,4.605909409509601,0.44088482325575273,0,1,Standard risk assessment
172,6575.843748146334,48,9.041968356479313,25,49887.93270116119,34.03116071642107,649.579142552973,11.386488538113792,0.5643930236092026,1,1,Low credit score; High debt-to-income ratio
173,53648.840538431694,48,7.170631926474311,16,186954.7944350316,36.67275199825414,625.5919028333735,9.781440418123116,0.7240718173666812,1,0,Low credit score; High debt-to-income ratio
174,26517.098643804107,60,10.479480968076043,23,190435.5485768868,15.48242616425651,809.682552401063,11.037479705707977,0.3489269868276201,0,1,Standard risk assessment
175,66291.41508889775,24,3.8900175598408526,19,178068.6949387719,6.985928352897641,715.6693710360303,5.303183133009527,0.45376924987571926,0,1,Standard risk assessment
176,21564.810755474187,60,4.30259640004265,3,65815.14083451507,37.08775809600408,660.1802307722605,6.571671673280086,0.5486663664209991,1,0,High debt-to-income ratio
177,70639.08511973427,48,5.758119582154055,4,32856.297461556685,16.56689360578364,689.2680028129056,7.531108490082836,0.5737576112415526,1,0,Standard risk assessment
178,41739.857898551054,48,9.892793882449272,17,189237.44311028908,5.480831994452656,691.5561275125816,11.532040927267984,0.4824330265730655,0,1,Standard risk assessment
179,93989.34892998978,60,5.751829408401289,16,88475.21065009691,21.622192131942146,787.9092859363071,6.588958470357639,0.5469214693474407,1,1,Large loan amount
180,18064.489693869356,48,6.675768367488233,20,82769.74504801884,9.055680328406144,819.4246826243514,7.072078344528782,0.22773882351252106,0,0,Standard risk assessment
181,37401.303349774564,36,5.714432096674481,6,74485.18862671539,36.55956561506579,708.4289612799315,7.495738140025824,0.5522460674584064,1,0,High debt-to-income ratio
